review,rating,date,bank,source,cleaned_text,textblob_sentiment,vader_sentiment,transformer_sentiment,transformer_score
Apollo's,1,2024-08-29,BOA,Google Play,apollo,neutral,neutral,POSITIVE,0.9962450861930847
The worst experience ever,1,2024-08-29,BOA,Google Play,worst experience ever,negative,negative,NEGATIVE,0.9997971653938293
Hussenaliumar,5,2024-08-29,BOA,Google Play,hussenaliumar,neutral,neutral,NEGATIVE,0.6654532551765442
Good,3,2024-08-28,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,hi problem app boa mobile know wrong app many time download sam work sam like app way customer know account checking save book enough alone,neutral,negative,NEGATIVE,0.9961128234863281
It is not work for my device,5,2024-08-27,BOA,Google Play,work device,neutral,neutral,POSITIVE,0.9735198020935059
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,sick tiered enabling disabling developer option everytime use app maybe know maybe dont fix please anoying,negative,negative,NEGATIVE,0.9998047947883606
The worst app ever,1,2024-08-26,BOA,Google Play,worst app ever,negative,negative,NEGATIVE,0.9997803568840027
Good,5,2024-08-26,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
Betanya Gebre,3,2024-08-23,BOA,Google Play,betanya gebre,neutral,neutral,POSITIVE,0.8911885619163513
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,dont recommand one,neutral,neutral,NEGATIVE,0.9899095296859741
Good,5,2024-08-22,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
Excellent app,5,2024-08-21,BOA,Google Play,excellent app,positive,positive,POSITIVE,0.9998356103897095
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,application used work well update able use forgot password feature blocking accessing whole,positive,negative,NEGATIVE,0.9943991303443909
ትርሃስ,5,2024-08-19,BOA,Google Play,ትርሃስ,neutral,neutral,NEGATIVE,0.6970565915107727
Gio,4,2024-08-19,BOA,Google Play,gio,neutral,neutral,POSITIVE,0.9969680905342102
App isn't working,1,2024-08-18,BOA,Google Play,app working,neutral,neutral,POSITIVE,0.9911891222000122
Best app,5,2024-08-18,BOA,Google Play,best app,positive,positive,POSITIVE,0.999686598777771
so far good but always it lugs,3,2024-08-17,BOA,Google Play,far good always lug,positive,positive,POSITIVE,0.9997459053993225
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,trust bank service,neutral,positive,POSITIVE,0.8190041184425354
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,open use application please help,neutral,positive,POSITIVE,0.9967190623283386
Horrible,1,2024-08-14,BOA,Google Play,horrible,negative,negative,NEGATIVE,0.9997841715812683
Mostly not working 😑,1,2024-08-14,BOA,Google Play,mostly working,positive,neutral,POSITIVE,0.8939193487167358
Good,5,2024-08-13,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
Awesome 👌,5,2024-08-12,BOA,Google Play,awesome,positive,positive,POSITIVE,0.9998682737350464
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,despite enhanced technology application work properly asks developer option turned fix,neutral,neutral,NEGATIVE,0.997391939163208
Thank you,3,2024-08-12,BOA,Google Play,thank,neutral,positive,POSITIVE,0.9998283386230469
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,poor app highly slow open app,negative,negative,NEGATIVE,0.999795138835907
Ok,5,2024-08-12,BOA,Google Play,ok,positive,positive,POSITIVE,0.9997851252555847
best,1,2024-08-12,BOA,Google Play,best,positive,positive,POSITIVE,0.9997941851615906
Best app,5,2024-08-11,BOA,Google Play,best app,positive,positive,POSITIVE,0.999686598777771
Wedi Tekle .,5,2024-08-11,BOA,Google Play,wedi tekle,neutral,neutral,NEGATIVE,0.6245813369750977
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,bad,negative,negative,NEGATIVE,0.999782383441925
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf,neutral,neutral,NEGATIVE,0.991762638092041
Nice appp,5,2024-08-11,BOA,Google Play,nice appp,positive,positive,POSITIVE,0.9997910857200623
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን ከዘመን አንጉደል,neutral,neutral,NEGATIVE,0.961666464805603
Gooood app my dear,5,2024-08-10,BOA,Google Play,gooood app dear,neutral,positive,NEGATIVE,0.9270796775817871
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,harun tamam galanaa,neutral,neutral,NEGATIVE,0.9410595893859863
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,total disaster app always offline never work embarassing lost hope taken business competitor,neutral,negative,NEGATIVE,0.9994229078292847
Gamebela,1,2024-08-08,BOA,Google Play,gamebela,neutral,neutral,POSITIVE,0.8994185328483582
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,poor app use ca start open app,negative,negative,NEGATIVE,0.9997187256813049
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,app take long time opened even working simply bank application app give digital invoice even able find screeshot kept transaction please developer fix,positive,positive,NEGATIVE,0.990401566028595
Good job,5,2024-08-07,BOA,Google Play,good job,positive,positive,POSITIVE,0.999835729598999
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,worst app ever user friendly even serve basic functionality correctly take much time login navigate app expected bank,negative,negative,NEGATIVE,0.999792754650116
good,3,2024-08-07,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
Good,5,2024-08-07,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
Bad app .,1,2024-08-06,BOA,Google Play,bad app,negative,negative,NEGATIVE,0.9997212290763855
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,mean could big financial company like much irresponsible release app ashamed,negative,negative,NEGATIVE,0.9990673661231995
Review,5,2024-08-06,BOA,Google Play,review,neutral,neutral,POSITIVE,0.9946893453598022
Goood,4,2024-08-06,BOA,Google Play,goood,neutral,neutral,NEGATIVE,0.9943867921829224
Ok,5,2024-08-06,BOA,Google Play,ok,positive,positive,POSITIVE,0.9997851252555847
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,Google Play,,neutral,neutral,POSITIVE,0.748120903968811
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,necessary switch developer option every time use mobile banking,neutral,neutral,NEGATIVE,0.8661465644836426
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,previous version better work,positive,positive,POSITIVE,0.9890689253807068
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,know wrong boa bank general going backwards since last year app disaster use every possible way stable log slow perform transaction could take screenshot ca even find picture even using save screenshot option time fails perform transaction simply worst,negative,negative,NEGATIVE,0.9997175335884094
ok,5,2024-08-03,BOA,Google Play,ok,positive,positive,POSITIVE,0.9997851252555847
Nice,5,2024-08-03,BOA,Google Play,nice,positive,positive,POSITIVE,0.9998552799224854
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play,take note cbe mobile banking app best banking app currently take note improve ur app sometimes u learn best,positive,positive,POSITIVE,0.9746190905570984
Great,5,2024-08-03,BOA,Google Play,great,positive,positive,POSITIVE,0.9998630285263062
It's a useless app,1,2024-08-02,BOA,Google Play,useless app,negative,negative,NEGATIVE,0.9997797608375549
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play,working much need improve best anymore,positive,positive,NEGATIVE,0.9919127225875854
Poor network,1,2024-08-01,BOA,Google Play,poor network,negative,negative,NEGATIVE,0.9997891783714294
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play,yet completely working app know working properly sad,negative,negative,NEGATIVE,0.9863727688789368
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,app open sometimes say coonection issue dont open bug using smooth work please improve,positive,positive,NEGATIVE,0.7969145774841309
"It's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play,working totally useless app,negative,negative,NEGATIVE,0.9997736811637878
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play,app become troubling every day work love bank hate app,negative,negative,NEGATIVE,0.9992349147796631
this is so disappointing app 😞,1,2024-07-31,BOA,Google Play,disappointing app,negative,negative,NEGATIVE,0.9997482895851135
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BOA,Google Play,አቢስኒያ የሁሉም ምርጫ,neutral,neutral,NEGATIVE,0.8337253928184509
Ok,5,2024-07-29,BOA,Google Play,ok,positive,positive,POSITIVE,0.9997851252555847
Nays,5,2024-07-28,BOA,Google Play,nay,neutral,neutral,NEGATIVE,0.996103048324585
